QX0026 v26
 1.0000202     0.0005125
 0.9998156     0.0007046
 0.9992845     0.0011218
 0.9984516     0.0015572
 0.9972104     0.0020043
 0.9955521     0.0025614
 0.9935742     0.0032470
 0.9912987     0.0039753
 0.9886496     0.0047349
 0.9856254     0.0056062
 0.9823128     0.0065936
 0.9787220     0.0076157
 0.9747796     0.0086677
 0.9704892     0.0098253
 0.9659324     0.0110869
 0.9611128     0.0123748
 0.9559598     0.0136896
 0.9504815     0.0151044
 0.9447564     0.0166136
 0.9387841     0.0181431
 0.9324979     0.0196981
 0.9259112     0.0213481
 0.9190996     0.0230821
 0.9120578     0.0248278
 0.9047200     0.0265943
 0.8971012     0.0284499
 0.8892733     0.0303828
 0.8812276     0.0323270
 0.8729028     0.0342984
 0.8643198     0.0363650
 0.8555494     0.0385135
 0.8465814     0.0406847
 0.8373621     0.0429040
 0.8279263     0.0452408
 0.8183554     0.0476763
 0.8086465     0.0501453
 0.7987543     0.0526642
 0.7887158     0.0552874
 0.7786043     0.0579862
 0.7684113     0.0606953
 0.7580943     0.0634298
 0.7476905     0.0662343
 0.7372648     0.0690731
 0.7268020     0.0718830
 0.7162605     0.0746783
 0.7056746     0.0774967
 0.6950995     0.0803001
 0.6845145     0.0830292
 0.6738780     0.0856990
 0.6632195     0.0883429
 0.6525846     0.0909241
 0.6419479     0.0933904
 0.6312678     0.0957595
 0.6205697     0.0980647
 0.6098927     0.1002746
 0.5992106     0.1023449
 0.5884840     0.1042972
 0.5777374     0.1061663
 0.5670075     0.1079256
 0.5562700     0.1095376
 0.5454899     0.1110259
 0.5346922     0.1124257
 0.5239129     0.1137134
 0.5131305     0.1148559
 0.5023139     0.1158777
 0.4914891     0.1168127
 0.4806916     0.1176394
 0.4699016     0.1183277
 0.4590916     0.1189027
 0.4482890     0.1193976
 0.4375297     0.1197920
 0.4267969     0.1200575
 0.4160668     0.1202175
 0.4053674     0.1203015
 0.3947320     0.1202884
 0.3841441     0.1201514
 0.3735816     0.1199133
 0.3630716     0.1196016
 0.3526455     0.1191957
 0.3422866     0.1186709
 0.3319749     0.1180498
 0.3217367     0.1173583
 0.3116011     0.1165764
 0.3015519     0.1156821
 0.2915710     0.1146976
 0.2816839     0.1136470
 0.2719175     0.1125115
 0.2622561     0.1112713
 0.2526835     0.1099486
 0.2432246     0.1085659
 0.2339041     0.1071054
 0.2247072     0.1055498
 0.2156196     0.1039211
 0.2066656     0.1022400
 0.1978682     0.1004899
 0.1892137     0.0986556
 0.1806900     0.0967586
 0.1723216     0.0948177
 0.1641303     0.0928166
 0.1561038     0.0907407
 0.1482327     0.0886087
 0.1405393     0.0864348
 0.1330415     0.0842013
 0.1257246     0.0818941
 0.1185771     0.0795303
 0.1116164     0.0771235
 0.1048548     0.0746590
 0.0982757     0.0721280
 0.0918673     0.0695503
 0.0856454     0.0669423
 0.0796210     0.0642946
 0.0737802     0.0616039
 0.0681154     0.0588926
 0.0626449     0.0561780
 0.0573824     0.0534528
 0.0523186     0.0507156
 0.0474521     0.0479880
 0.0428069     0.0452846
 0.0384036     0.0425929
 0.0342396     0.0398980
 0.0303068     0.0371998
 0.0266012     0.0345001
 0.0231118     0.0318033
 0.0198302     0.0291326
 0.0167762     0.0265142
 0.0139810     0.0239403
 0.0114396     0.0213832
 0.0091183     0.0188513
 0.0070160     0.0163925
 0.0051821     0.0140301
 0.0036565     0.0117318
 0.0024282     0.0094559
 0.0014631     0.0071969
 0.0007442     0.0049737
 0.0002686     0.0028012
 0.0000284     0.0006946
 0.0000224    -0.0013130
 0.0002811    -0.0031863
 0.0008565    -0.0049216
 0.0017870    -0.0065524
 0.0030744    -0.0081248
 0.0046899    -0.0096634
 0.0066077    -0.0111597
 0.0088281    -0.0125979
 0.0113596    -0.0139808
 0.0141958    -0.0153156
 0.0173294    -0.0165957
 0.0207681    -0.0178155
 0.0245177    -0.0189871
 0.0285641    -0.0201206
 0.0328946    -0.0212063
 0.0375157    -0.0222353
 0.0424318    -0.0232182
 0.0476274    -0.0241618
 0.0530921    -0.0250525
 0.0588367    -0.0258823
 0.0648653    -0.0266658
 0.0711588    -0.0274101
 0.0777063    -0.0280986
 0.0845208    -0.0287239
 0.0916049    -0.0293030
 0.0989361    -0.0298412
 0.1065052    -0.0303175
 0.1143301    -0.0307253
 0.1224141    -0.0310860
 0.1307326    -0.0314056
 0.1392784    -0.0316631
 0.1480720    -0.0318574
 0.1571113    -0.0320177
 0.1663617    -0.0321494
 0.1758122    -0.0322242
 0.1854858    -0.0322377
 0.1953810    -0.0322192
 0.2054623    -0.0321727
 0.2157209    -0.0320681
 0.2261827    -0.0319032
 0.2368438    -0.0317108
 0.2476652    -0.0314931
 0.2586401    -0.0312165
 0.2697975    -0.0308812
 0.2811315    -0.0305235
 0.2926002    -0.0301433
 0.3041995    -0.0297044
 0.3159623    -0.0292102
 0.3278809    -0.0287013
 0.3399106    -0.0281775
 0.3520495    -0.0276020
 0.3643318    -0.0269836
 0.3767444    -0.0263679
 0.3892364    -0.0257526
 0.4018059    -0.0250979
 0.4144873    -0.0244147
 0.4272620    -0.0237503
 0.4400749    -0.0230971
 0.4529264    -0.0224109
 0.4658526    -0.0217043
 0.4788312    -0.0210245
 0.4918059    -0.0203577
 0.5047831    -0.0196561
 0.5178036    -0.0189368
 0.5308423    -0.0182502
 0.5438409    -0.0175799
 0.5568097    -0.0168775
 0.5697905    -0.0161641
 0.5827535    -0.0154919
 0.5956392    -0.0148405
 0.6084617    -0.0141599
 0.6212638    -0.0134758
 0.6340114    -0.0128416
 0.6466433    -0.0122321
 0.6591785    -0.0115965
 0.6716602    -0.0109648
 0.6840497    -0.0103912
 0.6962853    -0.0098455
 0.7083905    -0.0092763
 0.7204090    -0.0087185
 0.7322970    -0.0082260
 0.7439929    -0.0077636
 0.7555251    -0.0072800
 0.7669371    -0.0068146
 0.7781802    -0.0064205
 0.7891937    -0.0060576
 0.8000112    -0.0056750
 0.8106751    -0.0053171
 0.8211324    -0.0050357
 0.8313243    -0.0047867
 0.8412882    -0.0045232
 0.8510603    -0.0042958
 0.8605766    -0.0041506
 0.8697782    -0.0040303
 0.8787113    -0.0038824
 0.8874169    -0.0037585
 0.8958327    -0.0037030
 0.9039056    -0.0036570
 0.9116869    -0.0035723
 0.9192152    -0.0035047
 0.9264255    -0.0034953
 0.9332696    -0.0034811
 0.9398038    -0.0034175
 0.9460644    -0.0033640
 0.9519843    -0.0033577
 0.9575205    -0.0033321
 0.9627341    -0.0032465
 0.9676594    -0.0031633
 0.9722278    -0.0031158
 0.9764026    -0.0030348
 0.9802501    -0.0028840
 0.9838027    -0.0027301
 0.9869912    -0.0026043
 0.9897840    -0.0024366
 0.9922516    -0.0021967
 0.9944233    -0.0019582
 0.9962238    -0.0017506
 0.9976259    -0.0014980
 0.9987186    -0.0011751
 0.9995439    -0.0009092
 0.9998845    -0.0008154
